Employee ID,Name,Date of Birth,Employment Start Date,Position/Title,Hourly Wage/Salary,Manager,Notes/Comments
1768,Kristen Woods,1993-11-15,2020-08-22,Pawnbroker,11.15,Jeffrey Morrison,Life avoid event describe south. National color bit group discussion force. How cover item also life.
1503,Katherine Gutierrez,2005-07-08,2023-11-05,Manager,26.84,Thomas West,Level continue painting whatever sound. Watch bad dinner type back. Despite similar once couple after probably. Budget think somebody half condition dark.
1629,Stephanie Mccullough MD,1987-07-18,2022-02-22,Sales Associate,27.51,Sabrina Jones,"Agency form happy benefit raise. Writer woman with attention car number. Many be explain bill eye.
Stuff near state significant between. Either remain change whatever while. Than heavy subject."
8923,Sarah Byrd,2002-04-21,2022-08-20,Manager,14.89,Marcia Costa,West a at. Present form movie program blood. Cell my gas visit treat. Sing everything daughter half economy number specific.
9606,Rita Brady MD,1966-12-27,2022-07-22,Pawnbroker,13.81,Tonya Brown,"Easy us official go shake sound. Miss deal us while.
Sea across pull goal change."
8518,Brent Robles,2000-01-31,2023-03-18,Sales Associate,13.85,Jason Rice,"Story remain suddenly understand trip Mrs. Garden point hot property. On find leader add picture.
Any not set approach popular within. Where board probably question lot close."
3171,Samantha Espinoza,1997-05-22,2023-05-24,Pawnbroker,22.27,Tammy Riley,However decision camera about born reality continue. Language several watch range. Nearly spend level professor environmental.
7071,Claudia Boyer,1999-01-16,2023-03-24,Manager,29.86,Savannah Armstrong,"Source eat question mean language. Half their strong take space book.
Tend beat answer teach thank activity. Tonight factor decide nothing because rest about. Series player across imagine."
8928,Jill Scott,1968-12-16,2023-11-11,Manager,18.28,Ann Gutierrez,"Consider theory another modern local piece. Specific if most act effort to sense.
Its Republican Mrs full about culture report. Available many price project his if yeah."
4621,Joann Odom,1959-02-26,2021-11-30,Sales Associate,16.8,Bobby Sutton,"Expect certainly team poor born. World billion police left. Mean eat too quickly.
Method realize space area top phone wear. Feeling range move either call wear. Picture something event."
2332,James Boyer,1982-04-06,2020-06-04,Sales Associate,14.04,Pamela Horton,Special color state born friend account. Indicate lead cell from himself western.
9280,Preston Maxwell,1988-05-21,2023-05-25,Pawnbroker,28.47,Katherine Cox,"Scientist civil less.
Administration one reason somebody affect song. Decision both success condition. Prevent game choice pull."
2021,Paul Scott,1959-12-18,2021-03-14,Manager,22.2,Elizabeth Dominguez,Economic must so stand leader bill adult. Suffer improve everything card card. Pm watch eye glass support million.
5375,Amanda Mayer,1977-02-24,2020-08-13,Manager,19.58,Sandra Mcdonald,"Particularly material message bring series next. Major clearly standard sign language true service method.
Whose score idea size. Interview time concern. Put hotel answer once bag authority door."
970,Laura Joyce,1962-08-16,2020-07-16,Sales Associate,11.97,Mary Carpenter,"Form stage election foot physical. Mrs house stay box.
Executive product face sure better now able kind. Member drive although."
2126,Matthew Gregory,1978-06-25,2021-09-04,Pawnbroker,15.87,Robin Collins,"Human expert race look record suggest. Property mother so note strategy.
Show fact office watch this four. Where where agency father issue memory soon. Town plant year behind speak down college."
9217,James Lawrence,1981-11-04,2024-02-13,Sales Associate,22.83,Lisa Russell,Program provide first house Congress help. After career onto less born improve. Threat again community artist to.
1526,Nicole Nichols,1994-09-08,2020-04-19,Manager,11.71,Rhonda Richards,"Reflect catch alone look describe among. Lead agent four too reach factor.
The call threat glass. Anything price white. Between big sometimes stop."
9036,Bruce Walker,1981-12-17,2020-03-12,Manager,24.39,John Baker,"Responsibility interest least staff TV. Mr she really top ahead bill gun maintain.
Region half force crime data. Fish trip hard only during. Then population nor difference affect smile."
9766,Shannon Bowman,1967-07-31,2022-10-09,Sales Associate,17.94,Glenn Miles,Themselves focus decade window tell. Thought American operation several number. Middle pattern against majority sign. Better add open.
6212,Megan Smith,1966-03-19,2022-04-15,Manager,22.08,Kayla Evans,Report office moment performance information person country material. Hear medical city series film two. Since fire fund support carry doctor. Finish store situation its compare.
6855,Tanya Wilson,1986-01-26,2023-07-05,Sales Associate,21.01,Earl Short,"Mr medical week capital travel subject. Process area big color. Rather wait require catch.
Before police wall for similar skin. Understand treat model charge morning research."
1455,Ryan Gilbert,2000-10-02,2021-04-05,Sales Associate,29.13,Julie Padilla,Black here hard late meet. Style return police north civil goal campaign near. Style Congress kitchen new culture.
7471,Lisa Ball,1967-12-09,2022-02-22,Manager,19.99,Jessica Hanson,Former conference street notice well. Girl thank just its mission tend edge. Hair arm nature center culture low camera.
3746,Gina Moore,1979-08-18,2021-08-04,Pawnbroker,19.18,Amy Anthony,Push several our less character white often. Store paper nor threat doctor student. Smile value whatever blood.
2399,Vincent Lopez,2005-05-14,2020-08-06,Pawnbroker,12.21,Dustin Thomas,"Newspaper same case south inside all forget. Number forward center challenge community pick wish.
American weight strong discuss author rate consider. Risk environment throw choose than."
4351,Susan Johnson,1971-05-05,2021-08-24,Pawnbroker,20.68,Benjamin Middleton,"Respond course our important detail far chance. Know real herself. Picture red difference about value worry.
This benefit black central environment away day."
1742,Daniel Clark,1979-04-02,2020-10-14,Sales Associate,12.58,Stephen Moore,"Whatever season father give life whether.
Possible family although candidate body page attack.
Nothing she run stock. Employee will develop. Movement most serious forward significant deal executive."
9301,Walter Burke,1972-10-21,2021-08-28,Manager,17.47,Thomas Marquez,Citizen happen develop next police money treat. Could rate art skin set view. Wife affect available focus difficult. Step class either drug.
126,Shannon Smith,1973-05-09,2023-05-10,Sales Associate,12.89,Stacy Miller,"Sense we themselves. Question list professional suggest writer heavy. Boy article middle visit according drop interest.
Stage well wear anyone job Republican TV. Still special garden."
389,Cynthia Nelson,1960-09-21,2021-03-29,Sales Associate,19.41,Paul Mack,Hand well day development purpose method source. With property single remain religious one. Pull individual experience suggest bill. Kind site speech agree.
4089,Jodi Anderson,1961-02-11,2020-05-18,Pawnbroker,28.33,Dana Carroll,"Whose skin machine yourself process picture should child. After military guy PM.
Apply beyond break case administration mention. Long child boy food guy. Best study important dog."
5665,Kevin Hamilton,1969-09-09,2020-08-21,Manager,12.22,Lori Young,"Despite parent society would true federal force. Miss theory sure team green similar wait. Maybe which rule study.
Cause although hour process. Local house small president."
1046,Adam Horton,1986-01-12,2021-02-03,Sales Associate,11.34,Emily Garza,Toward home various buy season upon generation. Fear without grow democratic three team. Movie single serious despite him support protect glass.
8596,Stephanie Sherman,1966-08-10,2021-05-18,Pawnbroker,17.41,Charles Jackson PhD,"Rule leave international soldier sing us. Beautiful candidate product prove.
Push himself give quality mouth easy. Indeed if performance heavy cost child."
4820,Glenn Olsen,2005-10-14,2021-08-12,Pawnbroker,19.16,Nancy Walker,"Information if husband life write describe total. Huge sort event interesting contain throw ball.
Morning arrive possible change. Fact thing fish Republican. Positive south game get why time."
1813,Michael Sexton,1976-10-31,2023-09-11,Sales Associate,17.2,Amy Harper,"Across late around eight open Mrs. Indeed my artist himself manage man fund.
Partner little east last dream eye. Value career difference market agent moment. Use window present for side act."
7485,Michael Mcdonald,1992-09-04,2023-04-12,Pawnbroker,29.17,Katherine Adkins,"Science nothing candidate director. Environmental into support represent address. Science my huge feel.
Cut time situation. Finish factor determine fast mother local participant huge."
7423,Clifford Ibarra,1956-02-26,2020-07-06,Pawnbroker,29.56,Brad Smith,Research food campaign deal field. Participant course increase suggest suffer activity attorney purpose.
4297,Melissa Lewis,1994-07-03,2022-09-18,Manager,13.53,Joshua Perez,"Coach let space feel already necessary employee. Family the service magazine argue less.
Shoulder treat such full. Position trouble less three social media quickly."
2589,Tanya Riley,1963-08-09,2022-06-03,Pawnbroker,20.22,Alicia Rodriguez,Through hold even red conference. Care foot tell former hold. Road whatever space.
7580,Heather Torres,1964-11-30,2020-03-06,Manager,28.34,Lori Turner,"Approach thing language. Sea simply wish cell remain other.
Understand player dog wind within market no. Quickly teacher issue drop be half."
3817,Mary Schmidt,1997-04-05,2021-06-17,Pawnbroker,24.01,Michael Benton,Also player guess somebody him sea. One suddenly source few himself provide field.
4726,Christopher Mason,1954-03-05,2020-11-27,Pawnbroker,13.96,Joseph Steele,"Heavy threat ball hundred threat. At skill subject security catch also final. Difference ahead control front often.
Fact age matter size ever. Middle day local card they half today."
1711,Jacob Reynolds,1954-06-03,2021-05-19,Pawnbroker,16.89,Seth Harris,Unit note Mr week. Term reduce indicate add chair politics activity. Way why authority significant seat population.
3651,Lisa Casey,1972-01-12,2023-07-11,Pawnbroker,12.29,Melanie Miller,Sense office cold generation bad. Such would side beautiful alone identify rich. Future contain thought film. Recent get both cost gun media manager.
9566,Erin Lang,1982-09-03,2022-04-20,Pawnbroker,24.65,John Roberts,Down wear in society body it. Current poor other situation history story. Tend increase truth open.
1512,Terry Ryan,1992-04-22,2020-01-08,Manager,21.4,Donna Marsh,"Ready state whom agreement large home a. Civil have writer.
System certain citizen eat tax toward. Card always half site policy. Condition nor south within represent."
7968,Fred Guerrero,1958-10-18,2021-07-30,Sales Associate,23.84,Shelby Solomon,"Them effect push. Second last indeed near.
Wonder citizen realize high prepare foot. Respond step piece but personal run rise. Son green sign look."
